Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Target
1.2876558843506956,-1.0275172634720102,0.714609790636618,1.1590740649558977,-2.049941278577478,-1.1026960114378188,0.0
-0.08884425256642126,-0.24120174282852935,0.9562950020913461,-0.017006074483830996,2.324673305852818,0.035467781522024455,1.0
1.400397029212682,-0.709370432736036,-0.18820243877282114,-0.2138751675546389,-0.10358685340578061,1.1098163313865101,1.0
0.75571633747893,-0.1838254090599113,0.5332073178993125,-1.3820175686924376,0.16540366029970424,0.9906030055902755,1.0
0.6856867513969973,-0.9870685725686438,0.041325632270618466,0.9515497705740428,0.4430021304473752,-1.0009650722096746,0.0
1.7237109188507664,-1.7331395372571108,0.094621044669358,-2.5065715705367166,-1.625544033562061,1.7216582399671723,1.0
0.18379899607769123,-0.8020099745791215,0.4080528468367557,0.44477380783159476,0.5507975722736632,-0.1753862437297694,0.0
0.5433722753100763,-0.644042210538683,0.8282296901846228,-0.4629395120252583,1.090861670603698,-1.6438364149600684,0.0
0.30271929306724077,-1.4993508874961243,-1.3559703448599638,-1.0422715880472484,-0.19578527096858134,-0.02895629210885442,1.0
1.8360901927994386,-2.182818565911018,-0.6051562356059974,1.5737342165551063,0.91041849968557,1.2047198660372969,1.0
0.31158560892329734,-0.17845232035455072,0.20165290512925463,0.04607922163315134,-1.0299722747769358,0.3998807879699442,1.0
1.7003168678539322,-3.0751135767456996,0.7588244161636093,0.2787998123854607,0.6963228620803235,0.5264821094597933,1.0
1.46977914388508,-1.5879136344292422,-0.8418216318681523,0.6841632086089545,-2.4353123317828884,1.689401159910908,1.0
1.3076586332025262,-1.2178880645452885,1.798725018351312,1.6562082520572956,-0.7352010347632466,-0.6659100516744131,0.0
0.48372871232415926,-0.7874857507606685,-0.8281962729652346,0.14506374595938162,-2.018487864388638,-1.4893206281352036,0.0
1.5368412087460226,-1.1627676976777157,1.1734422766324448,-0.3405987069098615,-0.2725447213618092,-1.3619812989855364,0.0
1.2876189951911479,-0.9896168333564921,1.0269862633197322,-0.5639474880582432,1.105900424357309,-1.4875245046396968,0.0
1.4568095481298011,-1.139014449586767,0.33802348110170816,-1.0753123930492379,-1.2070216478572156,-0.9080067945981154,0.0
1.6291607843391773,-1.3866791040058946,1.78179890877106,-0.5244481362626519,-1.6566232076777738,0.04038952725910727,0.0
0.6047308946905763,-0.9190956127553167,-0.5380477584901385,-1.8593367716600575,0.7978437798957666,-0.8896068492958629,0.0
0.9429457070234927,-0.7521081121582167,0.5140625524247758,0.7565646749131401,-0.4611697320346189,-2.1749537325516157,0.0
0.8539011469923976,-1.5957019231892782,0.2587698052439216,-1.5189697808133147,1.1955313880867093,0.6048459942748006,1.0
1.7647516320283057,-2.4834989009184043,0.8891538247878059,-0.7668640380045524,-1.121751102855888,0.7016212483820343,1.0
0.817032985064885,-1.1487254021663127,0.5859042011646491,-1.4152671919241875,-0.736770135947622,-0.5153698192575362,0.0
1.1866432971297058,-0.9080062758420948,1.8972886947731116,1.0235306441853447,0.1566937282465246,-1.912194267631385,0.0
0.8899990002617373,-0.6952693314883827,-1.8207602778020162,-1.3919583809517313,-0.7057734830953651,1.3316921977176155,1.0
0.24538798811035245,0.8936922793053947,0.7014947819247145,0.49580502102757085,0.518871180440122,1.3363533372228025,1.0
1.2065568584061566,-0.8362289551958262,-1.0506233218278012,-1.1863364271098544,0.868772500590771,0.9415768627627888,1.0
2.3277199883385387,-2.8167784908108593,0.4861847915619389,-2.0503574572842003,-1.9493717553224232,1.4886990809101663,1.0
0.3210996204799019,0.34991280183697926,0.7556658387443146,-1.349773069381231,-0.2218882712922687,0.8651539229167623,1.0
1.2846973354394733,-1.1011562166726654,-1.5271678565896476,0.12626773623406817,-1.055089368176695,-0.9079856168988419,0.0
1.199407489292487,-0.37840568265335905,0.015682236471624342,1.0230565552522393,1.9002684243109647,1.4653690597340683,1.0
0.3442551117031182,0.3472533607311301,1.4069347458917507,0.9552692372072055,-0.4841184945848177,1.0839303958640223,1.0
0.9789301862106393,-1.2571891659825174,-1.478546936998799,-1.4362538649281178,-0.4876334209549628,1.345031219833364,1.0
